Código de la Institución,IES PADRE,Institución de Educación Superior (IES),Principal oSeccional,Id_Sector,Id_Caracter,Código del departamento(IES),Departamento de domicilio de la IES,Código del Municipio(IES),Municipio dedomicilio de la IES,Código SNIES delprograma,Programa Académico,Id_Nivel,Id_Nivel_Formacion,Id_Metodologia,Id_Area,Núcleo Básico del Conocimiento (NBC),Código del Departamento(Programa),Departamento de oferta del programa,Código del Municipio(Programa),Municipio de oferta del programa,Id Género,Año,Semestre,Total Matriculados
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,568,FISIOTERAPIA,1,6,1,4,Terapias,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,60
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,568,FISIOTERAPIA,1,6,1,4,Terapias,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,90
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,569,FONOAUDIOLOGIA,1,6,1,4,Terapias,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,36
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,569,FONOAUDIOLOGIA,1,6,1,4,Terapias,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,121
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,570,MEDICINA,1,6,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,326
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,570,MEDICINA,1,6,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,346
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,571,ODONTOLOGIA,1,6,1,4,Odontología,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,69
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,571,ODONTOLOGIA,1,6,1,4,Odontología,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,120
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,572,TERAPIA OCUPACIONAL,1,6,1,4,Terapias,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,37
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,572,TERAPIA OCUPACIONAL,1,6,1,4,Terapias,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,139
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,573,PSICOLOGIA,1,6,1,5,Psicología,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,101
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,573,PSICOLOGIA,1,6,1,5,Psicología,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,172
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,574,TRABAJO SOCIAL,1,6,1,5,Sociología trabajo social y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,44
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,574,TRABAJO SOCIAL,1,6,1,5,Sociología trabajo social y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,293
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,575,SOCIOLOGIA,1,6,1,5,Sociología trabajo social y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,100
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,575,SOCIOLOGIA,1,6,1,5,Sociología trabajo social y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,142
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,576,RECREACION,1,6,1,3,Educación,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,51
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,576,RECREACION,1,6,1,3,Educación,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,112
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,577,COMUNICACION SOCIAL,1,6,1,5,Comunicación social periodismo y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,96
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,577,COMUNICACION SOCIAL,1,6,1,5,Comunicación social periodismo y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,91
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,579,ECONOMIA,1,6,1,6,Economía,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,236
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,579,ECONOMIA,1,6,1,6,Economía,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,183
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,580,ADMINISTRACION DE EMPRESAS,1,6,1,6,Administración,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,307
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,580,ADMINISTRACION DE EMPRESAS,1,6,1,6,Administración,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,221
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,581,CONTADURIA PUBLICA,1,6,1,6,Contaduría pública,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,242
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,581,CONTADURIA PUBLICA,1,6,1,6,Contaduría pública,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,333
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,582,INGENIERIA AGRICOLA,1,6,1,8,Ingeniería agrícola forestal y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,128
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,582,INGENIERIA AGRICOLA,1,6,1,8,Ingeniería agrícola forestal y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,85
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,583,INGENIERIA CIVIL,1,6,1,8,Ingeniería civil y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,243
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,583,INGENIERIA CIVIL,1,6,1,8,Ingeniería civil y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,82
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,584,INGENIERIA DE SISTEMAS,1,6,1,8,Ingeniería de sistemas telemática y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,275
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,584,INGENIERIA DE SISTEMAS,1,6,1,8,Ingeniería de sistemas telemática y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,52
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,585,INGENIERIA ELECTRICA,1,6,1,8,Ingeniería eléctrica y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,272
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,585,INGENIERIA ELECTRICA,1,6,1,8,Ingeniería eléctrica y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,38
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,586,INGENIERIA ELECTRONICA,1,6,1,8,Ingeniería electrónica telecomunicaciones y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,262
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,586,INGENIERIA ELECTRONICA,1,6,1,8,Ingeniería electrónica telecomunicaciones y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,40
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,587,INGENIERIA INDUSTRIAL,1,6,1,8,Ingeniería industrial y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,203
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,587,INGENIERIA INDUSTRIAL,1,6,1,8,Ingeniería industrial y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,139
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,588,INGENIERIA MECANICA,1,6,1,8,Ingeniería mecánica y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,266
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,588,INGENIERIA MECANICA,1,6,1,8,Ingeniería mecánica y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,14
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,589,INGENIERIA QUIMICA,1,6,1,8,Ingeniería química y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,179
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,589,INGENIERIA QUIMICA,1,6,1,8,Ingeniería química y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,118
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,590,INGENIERIA SANITARIA Y AMBIENTAL,1,6,1,8,Ingeniería ambiental sanitaria y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,591,ARQUITECTURA,1,6,1,8,Arquitectura,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,219
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,591,ARQUITECTURA,1,6,1,8,Arquitectura,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,166
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,592,BIOLOGIA,1,6,1,9,Biología microbiología y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,137
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,592,BIOLOGIA,1,6,1,9,Biología microbiología y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,141
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,593,ESTADÍSTICA,1,6,1,9,Matemáticas estadística y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,137
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,593,ESTADÍSTICA,1,6,1,9,Matemáticas estadística y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,127
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,594,FISICA,1,6,1,9,Física,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,117
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,594,FISICA,1,6,1,9,Física,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,28
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,595,MATEMATICAS,1,6,1,9,Matemáticas estadística y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,101
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,595,MATEMATICAS,1,6,1,9,Matemáticas estadística y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,34
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,596,QUIMICA,1,6,1,9,Química y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,155
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,596,QUIMICA,1,6,1,9,Química y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,130
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,599,ESPECIALIZACION EN ANESTESIOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,9
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,599,ESPECIALIZACION EN ANESTESIOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,3
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,600,ESPECIALIZACION EN CARDIOLOGIA,2,1,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,600,ESPECIALIZACION EN CARDIOLOGIA,2,1,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,601,ESPECIALIZACION EN CIRUGIA GENERAL,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,10
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,601,ESPECIALIZACION EN CIRUGIA GENERAL,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,5
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,602,ESPECIALIZACIÓN EN DERMATOLOGÍA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,3
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,602,ESPECIALIZACIÓN EN DERMATOLOGÍA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,9
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,603,ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,4
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,603,ESPECIALIZACION EN GINECOLOGIA Y OBSTETRICIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,16
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,604,ESPECIALIZACION EN MEDICINA FISICA Y REHABILITACION,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,3
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,604,ESPECIALIZACION EN MEDICINA FISICA Y REHABILITACION,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,7
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,605,ESPECIALIZACION EN MEDICINA INTERNA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,10
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,605,ESPECIALIZACION EN MEDICINA INTERNA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,6
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,606,ESPECIALIZACION EN NEFROLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,2
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,606,ESPECIALIZACION EN NEFROLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,607,ESPECIALIZACION EN NEUROCIRUGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,4
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,607,ESPECIALIZACION EN NEUROCIRUGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,608,ESPECIALIZACION EN OFTALMOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,4
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,608,ESPECIALIZACION EN OFTALMOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,2
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,609,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,11
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,609,ESPECIALIZACION EN ORTOPEDIA Y TRAUMATOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,610,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,3
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,610,ESPECIALIZACION EN OTORRINOLARINGOLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,5
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,611,ESPECIALIZACION EN PEDIATRIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,4
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,611,ESPECIALIZACION EN PEDIATRIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,19
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,612,ESPECIALIZACION EN PSIQUIATRIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,4
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,612,ESPECIALIZACION EN PSIQUIATRIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,6
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,613,ESPECIALIZACION EN RADIODIAGNOSTICO,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,3
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,613,ESPECIALIZACION EN RADIODIAGNOSTICO,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,3
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,614,ESPECIALIZACION EN UROLOGIA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,3
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,615,ESPECIALIZACION EN MEDICINA FAMILIAR,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,12
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,615,ESPECIALIZACION EN MEDICINA FAMILIAR,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,9
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,616,ESPECIALIZACION EN ANATOMIA PATOLOGICA Y PATOLOGIA CLINICA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,9
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,616,ESPECIALIZACION EN ANATOMIA PATOLOGICA Y PATOLOGIA CLINICA,2,10,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,7
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,618,ESPECIALIZACION EN NEONATOLOGIA,2,1,1,4,Medicina,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,621,ESPECIALIZACION EN ENFERMERIA MATERNO- PERINATAL,2,1,1,4,Enfermería,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,7
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,622,ESPECIALIZACION EN ENFERMERIA NEONATAL,2,1,1,4,Enfermería,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,8
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,623,ESPECIALIZACION EN ENFERMERIA NEFROLOGICA,2,1,1,4,Enfermería,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,2
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,623,ESPECIALIZACION EN ENFERMERIA NEFROLOGICA,2,1,1,4,Enfermería,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,8
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,626,ESPECIALIZACION EN FINANZAS,2,1,1,6,Administración,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,15
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,626,ESPECIALIZACION EN FINANZAS,2,1,1,6,Administración,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,39
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,628,ESPECIALIZACION EN ADMINISTRACION DE EMPRESAS DE LA CONSTRUCCION,2,1,1,6,Administración,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,20
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,628,ESPECIALIZACION EN ADMINISTRACION DE EMPRESAS DE LA CONSTRUCCION,2,1,1,6,Administración,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,9
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,633,ESPECIALIZACIÓN EN REDES DE COMUNICACIÓN,2,1,1,8,Ingeniería electrónica telecomunicaciones y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,11
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,633,ESPECIALIZACIÓN EN REDES DE COMUNICACIÓN,2,1,1,8,Ingeniería electrónica telecomunicaciones y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,636,ESPECIALIZACIÓN EN SISTEMAS DE TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA,2,1,1,8,Ingeniería eléctrica y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,6
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,636,ESPECIALIZACIÓN EN SISTEMAS DE TRANSMISIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA,2,1,1,8,Ingeniería eléctrica y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,640,ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,2,1,1,8,Ingeniería electrónica telecomunicaciones y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,2
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,640,ESPECIALIZACION EN AUTOMATIZACION INDUSTRIAL,2,1,1,8,Ingeniería electrónica telecomunicaciones y afines,76,VALLE DEL CAUCA,76001,CALI,2,2016,1,1
1203,1203,UNIVERSIDAD DEL VALLE,PRINCIPAL,1,4,76,VALLE DEL CAUCA,76001,CALI,642,ESPECIALIZACION EN ESTRUCTURAS,2,1,1,8,Ingeniería civil y afines,76,VALLE DEL CAUCA,76001,CALI,1,2016,1,14
